user_id,incoming,ground_truth,generated_reply
U15,"[EMO, 8][EMO, 120], Look where [EMO, 8][EMO, 120]","By mc Donald's [EMO, 90][EMO, 105][EMO, 30]Es la unica idea que tengo , ??","Lol ok[EMO, 2][EMO, 120][EMO, 71]"
U15,"Okay If yu are this week. Dont meet me in the f[NAME, 3]t, Dont be around the park or","Why [EMO, 2][EMO, 2]","I got it[EMO, 2][EMO, 150][EMO, 71]"
U15,Como amaneciste??,"Bien y tu Amor [EMO, 94][EMO, 8][EMO, 109]","Bien, gracias[EMO, 39][EMO, 120][EMO, 71]"
U15,Tienes novia,"Cual Novia dime chismosa__, ?","Nah[EMO, 2][EMO, 118][EMO, 15]"
U15,"bye,  [EMO, 97]","[EMO, 29][EMO, 29][EMO, 29]eres mala","Ok[EMO, 15]"
U15,"Ni stoi en mi casa, No ***, [EMO, 30][EMO, 30]","Ok [EMO, 17]","Haha, okay [EMO, 1][EMO, 120][EMO, 150][EMO, 105]"
U15,"I can't wait to see you. [EMO, 8]","Same baby[EMO, 71][EMO, 113][EMO, 123]I want to stay with u forever my love","Cant w8 2 c u 2 [EMO, 8][EMO, 150][EMO, 71]"
U15,Hahahaha,"[IMAGE], Mira ese aparato amigo mio [EMO, 3][EMO, 3][EMO, 3][EMO, 83][EMO, 109][EMO, 109][EMO, 109]","Lololol[EMO, 1][EMO, 107][EMO, 110]"
U15,"Yo te quiero mÂs. [EMO, 2][EMO, 8]","Como Estas hoy mi Amor ??[EMO, 2][EMO, 2][EMO, 39][EMO, 39][EMO, 128]","Me too[EMO, 2][EMO, 123][EMO, 120]"
U15,"Ok, Which one, Nvm, No",Let me see wait,"Idk[EMO, 15][EMO, 71]"
U15,Whyyyyy?,Idk cuz people say differents colors,"I don't know, I'm still trying to figure it out[EMO, 105][EMO, 119]"
U15,"Lmaoooo [EMO, 3][EMO, 3][EMO, 3][EMO, 3] i listened to it [EMO, 3]","That's not funny toilet [EMO, 19][EMO, 19][EMO, 19], Talk to u later I'm in my job","Haha good[EMO, 2][EMO, 105]"
U15,IDCCCCCC,"Kill
Me [EMO, 17]","Lol[EMO, 150][EMO, 39][EMO, 71]"
U15,I should be saying that to you,"Hey[EMO, 15]","Ok[EMO, 15]"
U15,"[EMO, 15][EMO, 15][EMO, 15][EMO, 15], [NAME, 5]","Y ahora k ases baby[EMO, 29]","Haha ok[EMO, 15][EMO, 15][EMO, 15][EMO, 15][EMO, 5]"
U15,"[EMO, 19][EMO, 19]","[EMO, 8][EMO, 8][EMO, 8][EMO, 8]","Wht's up[EMO, 1][EMO, 15]"
U15,"[EMO, 3][EMO, 3][EMO, 3][EMO, 3][EMO, 3], Yo no te dije k era pa ese, K ivaaaa, Yo tengo mi dentista, [EMO, 3][EMO, 3][EMO, 3][EMO, 3][EMO, 3][EMO, 3]","ÂTe voy a violar poreso [EMO, 19]","Wtf, baby[EMO, 2][EMO, 3][EMO, 109][EMO, 39][EMO, 71]"
U15,Global? I'm so confused haha,"Is like U.S histony[EMO, 126][EMO, 4]","I know rite? [EMO, 12][EMO, 101][EMO, 103][EMO, 131]"
U15,I have to tell yu sumtin,TEll me,"Wut is it[EMO, 2][EMO, 12][EMO, 103]"
U15,Lmao i told him no cuz he wont add me on fb,Why el no lo ase,"Haha same[EMO, 120][EMO, 15]"
U15,"Cosinando [EMO, 4]Ây tu","[NAME, 4] [EMO, 2][EMO, 150][EMO, 120], K ases","Nttn[EMO, 2][EMO, 101]"
U15,Pero fue que te quedaste dormido,"Si mi make, Mi Amor ??","I was sleeping[EMO, 123][EMO, 101][EMO, 2]"
U15,"Cual, [IMAGE]","Ah yo diJe dike Wyd baby, [EMO, 29]","Nada[EMO, 1][EMO, 125][EMO, 50][EMO, 108]"
U15,"Ola, K hace",Nada  y tu,"Hola[EMO, 106][EMO, 123][EMO, 71][EMO, 120]"
U15,"afternoon, baby tu me Kiere ?, aye DIOS baby tu Siempre, TF,  [EMO, 19][EMO, 19]","[EMO, 117][EMO, 117]","Mmmm, afternoon baby, Kiere? [EMO, 2][EMO, 120][EMO, 71][EMO, 150][EMO, 39][EMO, 71][EMO, 120]"
U15,cause it keeps beating fast and then I cnt breath sometimes,"Que mal[EMO, 53][EMO, 53], Tienes que ir al doctor","Im scared [EMO, 4][EMO, 101][EMO, 102][EMO, 107]"
U15,"Un dia de esto, Quien se hace novio tu yo esta jodidaa, Novia***",Que ?,"Me siento asustada[EMO, 106][EMO, 120][EMO, 150]"
U15,K,"Wow u got the pic now ?[EMO, 15][EMO, 15][EMO, 15], That was long time","K[EMO, 1]"
U15,"Ok, [EMO, 5]","[EMO, 8]","Cute[EMO, 13]"
U15,no,"[EMO, 37][EMO, 37]sii","Ok[EMO, 15]"
U15,"Good morning. [EMO, 8][EMO, 8][EMO, 8]","How are u baby [EMO, 15][EMO, 15]","Good morning[EMO, 2][EMO, 71][EMO, 120][EMO, 150]"
U15,"What [EMO, 19], Si tu no quieres saber de mi me lo dices y ya, Ooh ok [EMO, 19][EMO, 19]",Te llego el mensaje ?,"I don't wanna talk to u, u always late [EMO, 150][EMO, 120][EMO, 77][EMO, 123][EMO, 105][EMO, 2]"
U15,En k sta,En Na y tu,"I'm busy rn[EMO, 123][EMO, 150]"
U15,"Working [EMO, 2][EMO, 2][EMO, 2] Wyd?","Watching TV here in the Barber shop [EMO, 8]","Gaming[EMO, 2][EMO, 105]"
U15,oh well QUIEN la Mandan a Estar de estupida,"No fui yo baby[EMO, 17]","También yo[EMO, 5][EMO, 123][EMO, 120][EMO, 150]"
U15,"Y voz?, Dandole Una pela a un tipo","Aki donde tu futuro Suegr0, Y Porke le das una pela a Un hombre :O","I'm good, just chillin[EMO, 24][EMO, 130][EMO, 121][EMO, 120][EMO, 1][EMO, 123][EMO, 78][EMO, 116][EMO, 110][EMO, 112][EMO, 113][EMO, 114][EMO, 115][EMO, 117][EMO, 118][EMO, 119][EMO, 121][EMO, 122][EMO, 124][EMO, 125]["
U15,I'm going to be home alone tonight,"Intentara ir pero no puedo lo sabes [EMO, 30]","I'll b there[EMO, 105][EMO, 120][EMO, 15]"
U15,"El vierne voi star sola en la casa, No tengo clase y mi madrata no va a star  aki","[EMO, 30][EMO, 30][EMO, 30][EMO, 30][EMO, 30][EMO, 30]","Mi mama va a estar aki, pero no puedo ir a clase con ella[EMO, 107][EMO, 122][EMO, 15][EMO, 101][EMO, 123][EMO, 150]"
U15,"[EMO, 2] I wanna go home , Guess what I just did? [EMO, 4]Â","What baby[EMO, 2][EMO, 2]","Went shopping[EMO, 2][EMO, 100][EMO, 12][EMO, 105]"
U15,"Lad[NAME, 3]","Pero Es pa los 2 que me la robare[EMO, 2][EMO, 8][EMO, 150][EMO, 150]","Hw r u[EMO, 15][EMO, 101]"
U15,lol awe and I jus got my phone charged,"Okay baby[EMO, 29][EMO, 29]","Yaaas[EMO, 142][EMO, 41][EMO, 100]"
U15,"Biieen gracias, Y que bueno que estÂŽs bien","Yes[EMO, 8]y[EMO, 8]me[EMO, 8]alegrO","Gracias amor[EMO, 2][EMO, 71][EMO, 120][EMO, 150]"
U15,Pa cojer pa donde??,"Pa la school mia [EMO, 15][EMO, 71]","I'm here, I'm good[EMO, 120][EMO, 105][EMO, 72][EMO, 119]"
U15,I was busy TF,"Okay but no sabia nada yo[EMO, 29][EMO, 29]","My bad[EMO, 15][EMO, 105]"
U15,Sii,Olaaaaaa,"Haha[EMO, 150]"
U15,"Ok Â–ame, No sabia, Wyd, ???","[EMO, 15][EMO, 15]Acostao , & tU","Ima chillin[EMO, 23][EMO, 120][EMO, 99]"
U15,QuÂŽ bien,"Yes, [IMAGE]Me la kiero robar[EMO, 17][EMO, 17]","Ok[EMO, 15]"
U15,No c dime tu,"Tu eres k sabe Cuando no ba a be nadie alla [EMO, 29][EMO, 30][EMO, 83]","I'm busy[EMO, 2][EMO, 150]"
U15,"Cm amaneciste, ???, K usted hace, Perdio, ???","Trabajando y tu aMor [EMO, 120][EMO, 15][EMO, 8]","Haha, estás muy early[EMO, 120][EMO, 39][EMO, 123]"
U15,"Lmaoo no its not [EMO, 3]","[IMAGE]Team[EMO, 109][EMO, 109]cute people [EMO, 3][EMO, 3]","Gurl, I know right? [EMO, 10][EMO, 34][EMO, 91]"
U15,"No nada, [EMO, 30][EMO, 30][EMO, 30][EMO, 30], Una pregunta ??","Dime Amor [EMO, 2], [EMO, 19][EMO, 19][EMO, 19]","I know, right? [EMO, 15][EMO, 150][EMO, 39][EMO, 71]"
U15,That's fun.,"Yes Wyd baby[EMO, 8][EMO, 150]","Lol[EMO, 120]"
U15,Como eh tu ig?,ultra-sofoke,"Estoy bien, gracias[EMO, 4][EMO, 120][EMO, 150]"
U15,"[NUMBER, 5]","Pues no entro la llamada Amor :(, Te hubiera llamando, Llamado","Lol[EMO, 2][EMO, 121][EMO, 76]"
U15,Bienn y tu?,"Bn que haCes mOii[EMO, 8]","I'm good[EMO, 5][EMO, 105]"
U15,"Idk ive been walking a lot, N i did a handstand on a wall after gym so my leg hurts too","[EMO, 2][EMO, 2][EMO, 2][EMO, 2]pobre mujer","Lol I feel u, I've been busy too, gym sounds fun tho[EMO, 3][EMO, 105][EMO, 2]"
U15,"I'm sorry. [EMO, 17][EMO, 2] I missed you too","You read the message baby?[EMO, 88][EMO, 53]","Aw, me too[EMO, 124][EMO, 105][EMO, 121]"
U15,"Working [EMO, 2]","Awww [EMO, 42], And I'm horny[EMO, 2][EMO, 2][EMO, 2]","Gud 2[EMO, 1][EMO, 120][EMO, 120]"
U15,"[EMO, 2][EMO, 71][EMO, 116]Â","Yes [EMO, 8][EMO, 8][EMO, 8]I'm about to go now [EMO, 8], To [NAME, 7] espera para conocerte [EMO, 8][EMO, 71][EMO, 83][EMO, 2]","Gm[EMO, 71][EMO, 120][EMO, 150]"
U15,"Don't be mad, Mi amor bello","Ok baby I'm not mad
:/","I'm not mad[EMO, 4][EMO, 102]"
U15,Wyd,"En ella trabajoÂy tu, En el","Wut r u doin[EMO, 120][EMO, 150][EMO, 71][EMO, 39]"
U15,Noo puedo hablar baby ahora,"Me acuerdo Si, ??","Llamaré cuando pueda[EMO, 2][EMO, 71][EMO, 120]"
U15,"Your lips though [EMO, 2][EMO, 2][EMO, 2][EMO, 2]","Are yours[EMO, 39][EMO, 8][EMO, 7]Â","Wife, you got me[EMO, 123][EMO, 71][EMO, 120][EMO, 150]"
U15,Holaa,Wyd,"Hola[EMO, 2][EMO, 120][EMO, 105]"
U15,"I need to ask my mom baby cause she's w cancer so I can't be leaving her sola, BABEEEE, babyyy","[IMAGE], [EMO, 83][EMO, 120][EMO, 2][EMO, 90][EMO, 91][EMO, 84][EMO, 77][EMO, 83]","Awwwwww[EMO, 100][EMO, 10][EMO, 121][EMO, 123][EMO, 150]"
U15,"M alegrooo, K ste bn, Perdiooooo, [EMO, 15][EMO, 15][EMO, 15][EMO, 15][EMO, 15], K hace, ?????, K haceeee, ????","Aki en Na [EMO, 25]","Haha, me alegra too[EMO, 15][EMO, 15][EMO, 15][EMO, 15][EMO, 15], ¿qué haces?[EMO, 2][EMO, 106][EMO, 150]"
U15,"Playing cod. [EMO, 17] Wyd? [EMO, 8]","Bed[EMO, 8][EMO, 83][EMO, 150]baby","Gaming hard[EMO, 106][EMO, 15][EMO, 2][EMO, 120][EMO, 150]"
U15,[IMAGE],"[EMO, 19][EMO, 19][EMO, 19], U saw the pic ?","Lol[EMO, 119]"
U15,I'm ugly,"Ok[EMO, 17]","Nah[EMO, 121]"
U15,":( dijiste que me lla[NAME, 5]s y no me despegue Del TelÂŽfono esperando, En plena Luna De miel desapareces :(","Vieja, ([EMO, 141])",":(( wtf, I said I'm busy[EMO, 106]"
U15,Lmaoo annoying,"[EMO, 120][EMO, 8]","Gtfo[EMO, 120][EMO, 1][EMO, 99]"
U15,No te amo,fuck you,"Te amo tambien[EMO, 2][EMO, 105]"
U15,"Ya llegate, A tu casa, ??","Ase AÂ–O [EMO, 39][EMO, 39]","Hola, me voy, pronto[EMO, 120][EMO, 39][EMO, 77]"
U15,"yesssss, I was be otp wtf","With who[EMO, 17][EMO, 17]","Lol ok[EMO, 15][EMO, 105]"
U15,"In the morning you can, wydddd","Here in my bed, Without clothes [EMO, 15][EMO, 120][EMO, 83][EMO, 150]","I'm waiting for you[EMO, 105][EMO, 119][EMO, 106][EMO, 77]"
U15,"Lol nvm [EMO, 2], Ok [NAME, 5]","Kill me [EMO, 2][EMO, 2][EMO, 2]","Lol ok[EMO, 2][EMO, 2][EMO, 2][EMO, 2]"
U15,"this time I have a reason [EMO, 19]",What reason baby?,"I know[EMO, 106]"
U15,"No te avia respondido por k staba en el trabajo, Pero ya sali","maÂ–ana es miercoles, Vas a faltar a la school ?","Ok[EMO, 15]"
U15,"Omw to the gym with my mom, Ight watever bye","Sorry memi I'm walking to the  job[EMO, 17][EMO, 17][EMO, 17][EMO, 17][EMO, 17]","Lol okay, have fun[EMO, 34]"
U15,"Yo stoi muerta del cansancio, Dame un masaje","[EMO, 3][EMO, 3][EMO, 3], Voy pa tu casa ahora","Gracias, amor[EMO, 1][EMO, 123][EMO, 150]"
U15,"Aki en el salon, Y tu en k sta, ???",A baÂ–arme voy,"I'm here, chillin [EMO, 150][EMO, 100][EMO, 117]"
U15,"So we were fighting and sayin we were gonna stop talking to eachother and them he said that "" You're mine !! your not going no where""",You eres de el !???,"Hmph[EMO, 15]"
U15,"ohhhhh okay [EMO, 121][EMO, 83]. But baby my head hurts ,   WHY YOU NOT RESPONDING TF [EMO, 42][EMO, 19] ,  vete pa YA [EMO, 19], night, DUB","[EMO, 17][EMO, 17][EMO, 17][EMO, 17], Me llegan los mensajes late [EMO, 30][EMO, 30]I don't have a lot service [EMO, 17], Here","idk why u gettin upset [EMO, 115][EMO, 118][EMO, 43][EMO, 131][EMO, 120]"
U15,Wym no sou yo quete lo pido?,I mean dile I didnt say don't talk to him cuz me,"I said I'm sorry[EMO, 106]"
U15,"Y tu ami  Que Hacemos [EMO, 2][EMO, 30][EMO, 94]","En que Parte de [PLACE, 9] vives [EMO, 15], ??","Nada[EMO, 1][EMO, 1][EMO, 1]"
U15,"Ok, Ok talk to you later, Whatever [NAME, 5]., [IMAGE]","[EMO, 2][EMO, 2][EMO, 2][EMO, 2][EMO, 2][EMO, 2][EMO, 2], sorry, Ahora llegue","Lol[EMO, 5]"
U15,"Bye [EMO, 8], [IMAGE]","Bonita ella[EMO, 71][EMO, 15][EMO, 150][EMO, 2][EMO, 120]esa mami[EMO, 15][EMO, 92][EMO, 4][EMO, 92][EMO, 4], [EMO, 19], Sorry, I can't talk right now.","Ciao[EMO, 2][EMO, 102]"
U15,Ohh,"Yes, ÂTe voy a meter 3 cocotako[EMO, 39][EMO, 39][EMO, 34][EMO, 34]","Hehe[EMO, 1][EMO, 104]"
U15,Dime,"Tu me
Dijiste a mi k
Tu abuelo noÂpara en la
Casa cuando Ya outside Se esta poniendo caliente , Entonces cuando puedo ir palla [EMO, 83][EMO, 120][EMO, 150]","Nothin[EMO, 2][EMO, 90]"
U15,"idek [EMO, 2]","Te kiere mi vida [EMO, 150][EMO, 17][EMO, 120]","Huh? [EMO, 3][EMO, 120]"
U15,Creo que va a llover asta el miercoles,No solo el lunes ba a llover,"¿De verdad? [EMO, 105][EMO, 21]"
U15,"Que tu haces mi vida, ??","Working Amor [EMO, 2][EMO, 2]y tu , Fregando ?[EMO, 2][EMO, 94]","Nada, solo estoy aquí[EMO, 39][EMO, 1][EMO, 120][EMO, 72]"
U15,Bien Mi amor :* gracias a dios,Me alegrO :),"Amor mío[EMO, 123][EMO, 109][EMO, 147][EMO, 106]"
U15,Es LA vdd,No es sierto baby,"Haha[EMO, 15][EMO, 105]"
U15,"aquÂ’ terminando de limpiar, Y tu??","Aki k me estoy preparendo para ir al trabajo[EMO, 109][EMO, 15][EMO, 150]","Me too[EMO, 15]"
U15,Ok,Llegaste al gym,"Ok[EMO, 15]"
U15,"Hahhahaha, [EMO, 3][EMO, 3][EMO, 3][EMO, 3][EMO, 3], Dik k fue por eso, [EMO, 3][EMO, 3][EMO, 3][EMO, 3][EMO, 3][EMO, 3], Pero ok te creo","Si[EMO, 19]","Hahahaha[EMO, 3][EMO, 3][EMO, 3][EMO, 3][EMO, 3][EMO, 3][EMO, 3][EMO, 3][EMO, 3][EMO, 3][EMO, 3][EMO, 3][EMO, 3][EMO, 3][EMO, 3][EMO, 3][EMO, 3][EMO, 3][EMO, 3][EMO, 3][EMO,"
U15,Ok,"[EMO, 128]","I'm back[EMO, 15]"
U15,Klk,Wyd,"K[EMO, 3][EMO, 100]"
U15,"I'm about to go to work. [EMO, 2]","Me too baby I left my house [EMO, 39][EMO, 2][EMO, 2][EMO, 2]","Gud luck, babe[EMO, 3][EMO, 1][EMO, 50]"
U15,"I feel horny, Idk why, Nigga","Diablo [EMO, 33][EMO, 33][EMO, 33][EMO, 33]","I feel you[EMO, 10][EMO, 95]"
U15,"Mixed [EMO, 17][EMO, 116]Â","You are cuz u are Rican and Dominican [EMO, 8]","I'm good[EMO, 105][EMO, 20][EMO, 71]"
U15,"R [EMO, 77]Â G [EMO, 128], I love you,  [EMO, 2][EMO, 2][EMO, 2][EMO, 2][EMO, 2][EMO, 2][EMO, 77][EMO, 128]Â","[IMAGE],  [EMO, 3][EMO, 83]","Ima feel the same [EMO, 2][EMO, 71][EMO, 120][EMO, 150][EMO, 39][EMO, 71][EMO, 77][EMO, 128]"
U15,"Why, Wtf, Is w[NAME, 3]g w you","Nada babh [EMO, 29], Baby","I'm still thinking about that[EMO, 15][EMO, 121]"
U15,Ehh,Good Wbu,"Meh[EMO, 1][EMO, 121]"
U15,"ven con lo cuentos ahora [EMO, 42][EMO, 109].","No voy a decir nada cuz I don't wana fight [EMO, 17][EMO, 17]","I don't care[EMO, 115][EMO, 13]."
U15,[IMAGE],Oh ahora Si and you want me to change but when I ask uÂpara cambiar you don't want  cambiar solo kieres que sea yo,"Idk wut u mean[EMO, 6][EMO, 41]"
U15,"Before that you left me on read [EMO, 88]","I didn't see then baby sorry [EMO, 15]","I'm sorry[EMO, 106]"
U15,"Good morning love. [EMO, 8]","How are you mi Amor [EMO, 2][EMO, 77][EMO, 126][EMO, 8][EMO, 83][EMO, 150][EMO, 71]","Good morning cutie[EMO, 15][EMO, 120][EMO, 150]"
U15,"[EMO, 2][EMO, 2][EMO, 2][EMO, 2][EMO, 2]","Aprende por Lo
Menos hablarle a la gente Cuando tienen la razon [EMO, 97][EMO, 97][EMO, 97][EMO, 97]","I'm good[EMO, 2][EMO, 5][EMO, 100][EMO, 101]"
U15,"[EMO, 77]Â[EMO, 116]Â","Done and noÂTe comente tu igÂpara k ningun niggah [EMO, 105][EMO, 120][EMO, 83][EMO, 39]","Hey babe[EMO, 123][EMO, 71][EMO, 120][EMO, 150]"
U15,"Wow, Okay, Dont be sad when Im tired of this and Stop talking to you","Oh okayÂTe entiendo [EMO, 37][EMO, 94]","I feel u[EMO, 3][EMO, 103][EMO, 121]"
U15,"[EMO, 31][EMO, 31]",Wyd,"I'm busy[EMO, 2][EMO, 1][EMO, 10][EMO, 150]"
U15,Amor,Ola,"Mi corazón[EMO, 100][EMO, 118]"
U15,"[EMO, 19][EMO, 19][EMO, 19][EMO, 19][EMO, 19]","Brocoli[EMO, 15][EMO, 105][EMO, 83][EMO, 8][EMO, 150]","Lololololol[EMO, 34][EMO, 104][EMO, 34][EMO, 104][EMO, 34][EMO, 104][EMO, 34][EMO, 104]"
U15,Yeah,Call me,"Ok[EMO, 15]"
U15,"Y tu cm a pasado tu diaaa, ????","Aburrio[EMO, 30][EMO, 30], Y tu","Muy bien, gracias[EMO, 2][EMO, 120][EMO, 150][EMO, 71]"
U15,"I live in [PLACE, 8]. , Yes.","But the map don't show [PLACE, 8] when u sent the pic[EMO, 92][EMO, 113][EMO, 88]","Where's [PLACE, 8]? [EMO, 150][EMO, 39][EMO, 71]"
U15,No sir,"Ok and how u gonna take care of me of im horny[EMO, 6][EMO, 6][EMO, 6]??","Ok[EMO, 15]"
U15,"Sii, Y tu??","Aki aburrido sin na k aser [EMO, 29][EMO, 29][EMO, 29]","Buenos días, estoy bien[EMO, 2][EMO, 123][EMO, 105]"
U15,"A un tal [NAME, 5] que me estan por partir su cabeza, Que le estan* perdon","Ummmmm ven matame tu, :-)","Nooo[EMO, 119] why u gotta do that[EMO, 104]"
U15,What happened to you? You just dropped on me. Smh.,"No [EMO, 2][EMO, 2][EMO, 2] I was working a lot and to busy but I still like you[EMO, 15]","I'm fine[EMO, 120][EMO, 81][EMO, 93][EMO, 150][EMO, 39][EMO, 71]"
U15,"Trab, Trabajar","Ok Bby [EMO, 8][EMO, 8]","Ok[EMO, 14]"
U15,"[EMO, 2][EMO, 2][EMO, 2][EMO, 2][EMO, 2][EMO, 2], It is!",[IMAGE],"I see[EMO, 10][EMO, 10][EMO, 10][EMO, 10][EMO, 10][EMO, 10][EMO, 2][EMO, 120][EMO, 150]"
U15,Yes?,"[IMAGE], I still in love with that pic[EMO, 2][EMO, 2][EMO, 2][EMO, 2][EMO, 39][EMO, 150][EMO, 160][EMO, 39]","Ok[EMO, 15]"
U15,Ok bye,"[NAME, 5] [EMO, 71][EMO, 150][EMO, 121][EMO, 2][EMO, 120][EMO, 150]","Ok[EMO, 15]"
U15,"Who, Hello",[IMAGE],"Hey[EMO, 120]"
U15,"Good morning, Amor, [EMO, 8][EMO, 8], Wyd, Pa eso m dijiste k te tire, [EMO, 53][EMO, 53]","Hey[EMO, 8][EMO, 105][EMO, 2]","I'm good, baby[EMO, 2][EMO, 71][EMO, 120][EMO, 150]"
U15,Idk why yu cnt text me wtf,"My phone got 17% and I'm
About to do something in my mouth too[EMO, 19][EMO, 19]","Cn't u see I'm busy[EMO, 119][EMO, 131][EMO, 101]"
U15,Weno,[IMAGE],"Wut u doin[EMO, 2][EMO, 150][EMO, 15]"
U15,No you're not.,"Yes I do baby[EMO, 15][EMO, 15], I swear on my mom [EMO, 15][EMO, 15][EMO, 106]Â[EMO, 106][EMO, 4][EMO, 15][EMO, 106]Â[EMO, 106][EMO, 4]","Im not either[EMO, 1][EMO, 103]"
U15,"Tu nadama come pizza, Te va a poner gordoo, Vdd tu no trabaja los domingo, ??????","Solo en verano no trabajo lo domingo [EMO, 29]","Nah, I'm good[EMO, 2][EMO, 120][EMO, 150]"
U15,Lmaoo fuck yuu,"Kiss me [EMO, 8][EMO, 8][EMO, 71][EMO, 71]","Lolololololol[EMO, 123][EMO, 150][EMO, 120][EMO, 71][EMO, 105]"
U15,"Ohh esque que vas a decirme [NAME, 5]","PeroÂTe pregunte cual es el instagram
De la muchacha esa k comente las foto dike","Nada, me voy [EMO, 105][EMO, 20][EMO, 119]"
U15,"Nada y tu, Estas en el trabajo","Si mi Amor [EMO, 8][EMO, 8]","Yaa, apenas salgo[EMO, 15][EMO, 105]"
U15,"I love you [NAME, 5] , [EMO, 8][EMO, 8], [EMO, 2][EMO, 2]","Yes yupi yupi [EMO, 71][EMO, 150]","I love u too[EMO, 8][EMO, 8][EMO, 2][EMO, 2][EMO, 120][EMO, 150]"
U15,"Te llame y no contestaste, Ayer, Ni te defiendes, :(",Cuando me llamaste ?,"Me dormi[EMO, 2][EMO, 105]"
U15,"do it [EMO, 2], I don't get comments like you do [EMO, 19]","I'm with you no with nadie mas [EMO, 83][EMO, 120][EMO, 150][EMO, 17]","I feel u[EMO, 106][EMO, 120]"
U15,"Nooo, Ok dnt respond [EMO, 94]","Good morning memi[EMO, 83][EMO, 150][EMO, 15][EMO, 2][EMO, 71],  I'm on my way to
Mamis house I just left [NAME, 5] , Ima text u when the train be up up","Ok[EMO, 15]"
U15,"Promise?, Promise?","Yes baby[EMO, 29][EMO, 150]","I gotchu[EMO, 2][EMO, 120][EMO, 150]"
U15,"[EMO, 2][EMO, 2][EMO, 2]","When are u gonna move in  with me [EMO, 128][EMO, 126][EMO, 4][EMO, 150][EMO, 8][EMO, 2][EMO, 91][EMO, 77][EMO, 71][EMO, 128][EMO, 83][EMO, 150]?","Wyd baby[EMO, 150][EMO, 39][EMO, 71]"
U15,"Good morning. [EMO, 15]","Baby [EMO, 150][EMO, 71][EMO, 2]","Mornin[EMO, 2][EMO, 120][EMO, 150]"
U15,"En lo mismo de horita, Y tu, ???",En mi cama,"Nada[EMO, 1][EMO, 12]"
U15,"Pero tu me vas a poner too [EMO, 3][EMO, 3] si no me busco otro[EMO, 19][EMO, 92][EMO, 3][EMO, 8][EMO, 8]","Cuando tu seas mia de Verdad te pongo cuz u never got time for me [EMO, 88][EMO, 19]","No me vas a dejar[EMO, 5][EMO, 120][EMO, 150][EMO, 39][EMO, 71]"
U15,Yesss,"No never [EMO, 15][EMO, 105][EMO, 150]","Ok[EMO, 15]"
U15,Why yu stayed there?,Cuz taking the bus,"Cuz I had to[EMO, 2][EMO, 120][EMO, 150]"
U15,"[IMAGE], Ella es tu novia, ?????","Cual muchacha ?[EMO, 33][EMO, 15]","Nah, she's not my wife[EMO, 3][EMO, 100][EMO, 120][EMO, 151]"
U15,"Ok [EMO, 97]",Hey,"Lol[EMO, 20][EMO, 111]"
U15,"So don't call me lazy [EMO, 99]","I didn't call u lazy with a bad
Way[EMO, 2][EMO, 2]","I'm not lazy[EMO, 101][EMO, 81][EMO, 115]"
U15,Updating my Xbox. Wyd?,"Good afternoon baby[EMO, 8][EMO, 2]","Good night[EMO, 2][EMO, 105]"
U15,"[EMO, 2][EMO, 2] , That shit is sooooooo sexy [EMO, 2][EMO, 2][EMO, 2][EMO, 2][EMO, 2][EMO, 2][EMO, 2][EMO, 2]","Yes mami[EMO, 8][EMO, 150][EMO, 39]","My bad [EMO, 10][EMO, 120][EMO, 150][EMO, 77][EMO, 123][EMO, 71][EMO, 2][EMO, 39]"
U15,"Okay, Okay","Okay[EMO, 8][EMO, 2][EMO, 150]","Ok[EMO, 15]"
U15,Unju pa querer ir te a la 12,Mia vamos a la hora k tu kiera,"Ok, 2pm[EMO, 2][EMO, 120]"
U15,"[EMO, 19][EMO, 42], [EMO, 19][EMO, 19][EMO, 19], Next time I won't answer","Why no, [EMO, 30][EMO, 30][EMO, 30][EMO, 30][EMO, 30][EMO, 30][EMO, 30]","Good[EMO, 2][EMO, 15]"
U15,"I miss you,  dique tu Estas working pero nada mas te veo changing your kik profile pic , wow baby Tato",La cambie casi aora baby y Ya termine Im apagando las luces de aki de la clinica mi Amor,"I'm good baby, just busy[EMO, 2][EMO, 39][EMO, 120][EMO, 71]"
U15,Come here & find out,"Give me one idea[EMO, 2][EMO, 150][EMO, 84]","Cant[EMO, 12][EMO, 123]"
U15,"Por que no estas trabajando hoy, Lol, ?","Estoy de camino, Perdon Ya llegue [EMO, 15]","No voy a trabajar, estoy cansado[EMO, 2][EMO, 103][EMO, 50]"
U15,thank you baby,"[IMAGE], R[EMO, 120]G, Forever [EMO, 150][EMO, 71][EMO, 83][EMO, 109]","I luv u[EMO, 2][EMO, 100][EMO, 34]"
U15,Wyddddd babe,"Nada mi vida pensando en el dÂ’a queÂTe valla a ber[EMO, 2][EMO, 120][EMO, 8][EMO, 150]","Hahahahaha[EMO, 123][EMO, 77][EMO, 150][EMO, 39][EMO, 71]"
U15,"Por [PLACE, 8] ?",Sii,"Wht r u up 2[EMO, 150][EMO, 39][EMO, 71]"
U15,"[EMO, 88]","[IMAGE]Tullo mami[EMO, 15][EMO, 15][EMO, 150][EMO, 120]","Haha[EMO, 20][EMO, 107]"
U15,Like rinow.,And the voice note,"I'm good[EMO, 2][EMO, 120][EMO, 150]"
